time	x	y	v
0.000	1019.9	555.7	251
3.333	1013.0	567.4	251
6.667	1014.3	558.5	251
10.000	1015.1	558.5	251
13.333	1017.2	559.1	422
16.667	1018.9	558.0	362
20.000	1009.0	556.7	396
23.333	1009.7	556.8	421
26.667	1009.5	558.7	477
30.000	1011.5	555.8	99
33.333	1009.0	559.0	212
36.667	1004.2	552.6	267
40.000	1012.2	556.4	310
43.333	1006.8	553.8	259
46.667	1004.0	557.4	186
50.000	1009.0	564.7	395
53.333	1006.7	558.5	121
56.667	1003.8	552.3	403
60.000	1001.1	557.3	344
63.333	1014.0	556.5	484
66.667	1004.0	550.8	602
70.000	1017.0	563.9	370
73.333	1010.7	558.9	328
76.667	1011.5	559.9	472
80.000	1012.0	552.1	1010
83.333	1010.1	546.8	999
86.667	1011.5	550.2	731
90.000	1013.6	542.8	490
93.333	1002.0	540.8	478
96.667	1018.0	546.0	439
100.000	1016.8	542.2	312
103.333	1018.9	545.7	560
106.667	1016.1	544.0	765
110.000	1013.6	539.9	639
113.333	1018.4	532.8	556
116.667	1000.1	539.5	435
120.000	1008.8	551.2	324
123.333	1012.0	535.1	261
126.667	1014.7	528.7	155
130.000	1014.0	534.2	506
133.333	1005.9	535.8	561
136.667	1005.3	547.2	469
140.000	1001.5	546.4	47
143.333	1008.0	526.5	386
146.667	1012.2	542.5	595
150.000	1009.7	535.5	166
153.333	1004.9	534.3	655
156.667	1006.7	534.3	233
160.000	1002.0	539.6	516
163.333	1004.7	545.9	364
166.667	1010.7	538.1	66
170.000	1003.8	544.9	243
173.333	1008.4	538.2	69
176.667	1001.7	537.3	490
180.000	1002.6	538.1	109
183.333	1011.1	550.6	546
186.667	998.2	546.2	582
190.000	1004.5	536.9	440
193.333	1007.4	552.7	478
196.667	1014.9	543.2	297
200.000	1010.7	541.1	177
203.333	1010.5	542.1	529
206.667	1001.1	551.3	405
210.000	1005.1	540.2	208
213.333	1009.5	536.8	281
216.667	1006.3	541.0	439
220.000	1007.2	541.2	318
223.333	1004.9	539.9	175
226.667	1007.6	537.6	257
230.000	1011.5	531.3	693
233.333	1005.3	539.0	199
