time	x	y	v
0.000	971.3	555.9	1691
3.333	964.4	531.5	1691
6.667	966.9	458.1	1691
10.000	976.1	518.8	1691
13.333	963.5	559.7	3788
16.667	973.6	543.8	4632
20.000	972.9	566.0	1815
23.333	966.9	568.9	598
26.667	972.3	566.7	670
30.000	964.0	561.6	472
33.333	967.7	566.0	345
36.667	967.7	564.3	287
40.000	959.2	568.3	482
43.333	964.4	570.9	280
46.667	967.3	564.5	329
50.000	962.9	575.2	521
53.333	976.9	559.4	599
56.667	964.0	561.9	422
60.000	966.1	563.1	370
63.333	973.1	559.5	82
66.667	962.3	560.7	276
70.000	967.9	563.8	215
73.333	977.3	561.0	182
76.667	966.9	562.0	123
80.000	971.3	558.6	124
83.333	962.1	563.7	178
86.667	968.6	557.8	254
90.000	971.7	563.8	1121
93.333	969.8	562.0	1155
96.667	972.1	562.6	1132
100.000	977.3	525.5	708
103.333	970.4	552.5	289
106.667	971.1	542.5	829
110.000	970.4	558.1	1313
113.333	964.0	560.2	16
116.667	970.9	561.4	263
120.000	972.1	553.9	112
123.333	969.4	543.3	737
126.667	973.1	561.6	310
130.000	968.3	564.0	459
133.333	967.7	533.1	459
136.667	969.2	560.2	256
140.000	972.1	566.4	483
143.333	972.5	555.4	835
146.667	965.2	563.3	314
150.000	964.8	559.9	725
153.333	967.7	559.8	171
156.667	972.1	553.7	361
160.000	968.3	546.4	61
163.333	962.7	569.1	321
166.667	964.0	550.7	665
170.000	968.8	561.9	977
173.333	965.0	560.6	773
176.667	970.8	526.0	341
180.000	963.6	541.4	630
183.333	963.6	563.2	220
186.667	966.9	566.8	536
190.000	973.1	526.1	1795
193.333	966.0	557.9	1503
196.667	962.9	510.9	1372
200.000	963.8	523.4	1231
203.333	965.6	550.6	1733
206.667	966.7	519.7	3052
210.000	970.6	576.6	2231
213.333	968.4	568.6	864
216.667	970.6	566.2	1200
220.000	968.6	565.5	672
223.333	968.6	550.0	2281
226.667	971.1	575.6	4081
230.000	961.5	596.7	5949
233.333	948.5	611.3	7631
236.667	933.7	635.7	7873
240.000	942.9	672.7	7791
243.333	926.4	699.1	7005
246.667	933.9	723.7	5288
250.000	922.9	737.6	3226
253.333	918.1	740.4	1596
256.667	925.2	740.1	617
260.000	923.9	737.0	113
263.333	916.8	736.6	216
266.667	923.5	740.1	672
270.000	921.6	742.5	861
273.333	920.6	744.6	744
276.667	913.7	750.2	709
280.000	919.7	752.2	566
283.333	914.7	747.9	365
286.667	913.7	750.4	158
290.000	918.5	755.4	298
293.333	914.9	752.1	66
296.667	911.8	750.8	190
300.000	912.2	747.6	96
303.333	918.9	753.1	313
306.667	920.1	755.0	394
310.000	915.5	751.5	518
313.333	912.4	758.6	511
316.667	910.8	756.1	295
320.000	909.3	756.3	155
323.333	912.2	754.5	352
326.667	914.3	755.8	334
330.000	916.6	757.7	351
333.333	917.6	760.1	298
336.667	909.9	761.0	443
340.000	914.9	760.2	398
343.333	910.3	758.9	277
346.667	908.2	762.9	94
350.000	912.2	763.0	161
353.333	909.7	758.7	225
356.667	915.1	758.9	219
360.000	913.5	766.0	83
363.333	912.0	761.3	114
366.667	913.7	760.4	244
370.000	912.8	759.8	236
373.333	914.5	761.2	416
376.667	908.0	758.3	400
380.000	918.3	760.9	409
383.333	897.6	761.0	626
386.667	911.4	754.2	566
390.000	907.0	757.6	496
393.333	900.9	753.6	500
396.667	900.5	756.9	1299
400.000	906.2	756.6	3058
403.333	917.6	753.5	4528
406.667	942.9	753.0	5456
410.000	967.7	747.4	5586
413.333	984.4	751.5	5135
416.667	1000.9	749.0	4672
420.000	1009.9	744.2	3298
423.333	1021.2	748.8	3268
426.667	1042.8	735.0	2322
430.000	1022.2	736.5	1632
433.333	1054.8	728.4	878
436.667	1039.7	742.5	603
440.000	1043.9	743.8	705
443.333	1041.8	744.1	518
446.667	1038.5	742.8	178
450.000	1045.8	743.6	189
453.333	1046.6	742.9	251
456.667	1042.0	744.2	207
460.000	1038.3	748.9	622
463.333	1036.6	735.7	295
466.667	1041.0	745.5	452
470.000	1033.7	736.7	494
473.333	1042.8	745.5	128
476.667	1053.9	743.9	368
480.000	1036.8	732.2	364
483.333	1030.5	745.4	592
486.667	1036.4	736.8	400
490.000	1034.7	744.4	182
493.333	1041.4	732.0	180
496.667	1037.0	743.6	440
500.000	1028.7	729.8	535
503.333	1031.2	746.1	590
506.667	1044.3	722.8	522
510.000	1025.1	736.1	101
513.333	1025.9	737.7	171
516.667	1025.7	736.1	601
520.000	1036.6	733.9	695
523.333	1032.8	742.8	172
526.667	1033.7	738.3	463
530.000	1039.1	733.6	602
533.333	1022.8	735.8	792
536.667	1033.3	723.5	534
540.000	1025.7	735.4	139
543.333	1033.0	724.6	350
546.667	1035.5	727.9	304
550.000	1028.7	734.7	257
553.333	1031.8	725.0	209
556.667	1033.2	736.1	513
560.000	1034.7	727.6	907
563.333	1036.6	728.9	730
566.667	1043.1	723.1	557
570.000	1045.2	725.8	507
573.333	1035.6	716.1	634
576.667	1029.7	727.5	1225
580.000	1026.4	734.4	1001
583.333	1033.3	723.2	422
586.667	1023.6	741.4	470
590.000	1029.1	731.4	697
593.333	1035.5	724.2	413
596.667	1033.7	719.7	484
600.000	1039.9	729.9	300
603.333	1033.0	739.3	875
606.667	1031.6	725.3	854
610.000	1024.3	729.5	315
613.333	1028.7	741.4	260
616.667	1028.2	736.6	1005
620.000	1034.3	725.1	1989
623.333	1037.8	738.9	2234
626.667	1052.0	727.2	2854
630.000	1067.5	738.4	2806
633.333	1065.6	747.9	2120
636.667	1081.0	751.5	1625
640.000	1076.7	753.2	618
643.333	1063.5	763.8	87
646.667	1072.1	754.4	1074
650.000	1071.0	749.1	594
653.333	1072.5	751.5	518
656.667	1059.1	732.6	146
660.000	1068.3	760.3	785
663.333	1072.5	749.4	447
666.667	1074.6	755.2	959
670.000	1082.3	758.3	273
673.333	1062.1	747.9	932
676.667	1084.4	754.9	869
680.000	1070.2	765.4	897
683.333	1073.5	772.7	1475
686.667	1077.9	766.8	960
690.000	1072.3	767.4	155
693.333	1077.1	784.0	198
696.667	1069.8	772.3	259
700.000	1075.4	764.1	292
703.333	1081.5	770.3	673
706.667	1080.4	771.7	393
710.000	1074.4	772.4	513
713.333	1076.0	760.8	963
716.667	1083.8	776.0	932
720.000	1061.2	771.3	840
723.333	1061.6	764.9	730
726.667	1069.8	757.0	535
730.000	1061.6	769.3	237
733.333	1065.2	770.0	318
736.667	1066.8	767.0	162
740.000	1065.8	769.0	360
743.333	1070.0	764.1	425
746.667	1062.5	765.6	315
750.000	1073.5	773.3	479
753.333	1074.4	763.0	424
756.667	1066.8	761.0	471
760.000	1078.1	767.0	367
763.333	1075.0	765.8	432
766.667	1074.8	767.4	439
770.000	1080.6	774.0	458
773.333	1069.4	767.2	713
776.667	1081.9	765.8	964
780.000	1066.2	756.1	1546
783.333	1066.2	759.0	809
786.667	1068.1	756.8	670
790.000	1074.4	736.8	449
793.333	1070.0	761.5	397
796.667	1073.1	749.1	680
800.000	1068.5	749.4	1008
803.333	1068.5	772.0	794
806.667	1076.7	758.1	1288
810.000	1076.7	762.4	1148
813.333	1080.4	769.0	330
816.667	1081.9	774.3	523
820.000	1081.3	771.6	643
823.333	1073.3	762.7	611
826.667	1067.1	768.4	610
830.000	1069.8	773.9	208
833.333	1074.2	768.7	814
836.667	1069.1	775.3	870
840.000	1087.1	766.7	943
843.333	1084.6	770.3	154
846.667	1079.8	767.9	386
850.000	1076.5	751.4	421
853.333	1071.4	779.5	282
856.667	1084.0	761.2	340
860.000	1083.1	757.9	48
863.333	1073.3	767.9	195
866.667	1069.2	758.3	915
870.000	1081.2	764.7	2571
873.333	1074.2	772.2	4965
876.667	1067.7	773.4	8063
880.000	1011.1	779.9	11301
883.333	964.4	777.4	13262
886.667	918.9	776.0	13530
890.000	867.6	769.0	10934
893.333	826.0	762.0	8120
896.667	803.1	763.7	4812
900.000	810.6	764.6	1799
903.333	809.7	741.0	209
906.667	816.8	760.3	828
910.000	816.8	766.5	606
913.333	821.0	763.8	744
916.667	817.9	765.0	350
920.000	809.3	765.5	362
923.333	810.4	760.9	183
926.667	815.0	768.1	305
930.000	812.0	765.0	444
933.333	817.3	763.1	379
936.667	818.3	758.1	345
940.000	813.3	759.6	274
943.333	821.2	767.6	296
946.667	819.5	762.0	529
950.000	818.1	761.8	1601
953.333	823.7	763.9	1124
956.667	828.9	756.9	544
960.000	828.7	721.3	442
963.333	828.1	765.6	554
966.667	825.4	764.6	1035
970.000	822.7	771.0	1036
973.333	825.2	756.9	460
976.667	821.6	761.5	336
980.000	821.0	756.5	217
983.333	822.3	763.1	327
986.667	825.4	759.7	564
990.000	828.5	765.8	497
993.333	826.8	759.7	393
996.667	832.9	761.9	203
1000.000	827.7	763.5	179
1003.333	829.8	768.2	453
1006.667	826.8	762.6	693
1010.000	827.3	766.9	547
1013.333	817.7	761.9	290
1016.667	819.3	767.7	255
1020.000	821.0	761.1	408
1023.333	828.7	764.2	434
1026.667	831.2	760.0	468
1030.000	824.3	760.4	127
1033.333	820.6	757.6	137
1036.667	831.0	760.6	89
1040.000	822.5	760.3	299
1043.333	831.2	759.8	357
1046.667	828.7	759.3	105
1050.000	828.1	758.9	69
1053.333	831.6	758.2	331
1056.667	828.7	760.5	371
1060.000	825.0	759.0	355
1063.333	823.3	757.5	448
1066.667	822.5	759.1	175
1070.000	825.2	762.0	276
1073.333	829.2	769.9	200
1076.667	828.5	756.1	460
1080.000	826.8	760.6	582
1083.333	824.3	754.6	314
1086.667	825.6	753.0	210
1090.000	831.4	755.9	183
1093.333	826.8	762.9	162
1096.667	824.3	760.4	125
1100.000	824.8	758.9	421
1103.333	826.9	754.2	399
1106.667	826.2	757.9	256
1110.000	822.3	751.4	263
1113.333	836.2	760.3	244
1116.667	826.0	762.3	402
1120.000	829.2	756.8	271
1123.333	825.4	758.7	153
1126.667	827.5	766.7	393
1130.000	822.1	754.1	216
1133.333	836.5	758.6	292
1136.667	831.0	754.1	230
1140.000	829.2	762.4	350
1143.333	829.8	758.4	434
1146.667	828.9	756.6	338
1150.000	828.9	764.7	175
1153.333	824.6	754.8	307
1156.667	825.2	762.2	246
1160.000	828.3	760.9	185
1163.333	826.8	764.7	61
1166.667	823.3	759.7	247
1170.000	826.4	755.7	312
1173.333	827.1	758.5	259
1176.667	824.1	759.3	393
1180.000	826.4	755.5	163
1183.333	828.9	759.0	259
1186.667	830.4	767.2	89
1190.000	821.6	754.9	116
1193.333	826.4	765.5	367
1196.667	825.0	751.7	498
1200.000	827.3	763.0	153
1203.333	826.8	751.9	528
1206.667	817.7	757.4	131
1210.000	823.3	757.0	162
1213.333	818.3	753.1	144
1216.667	828.5	758.3	216
1220.000	824.6	755.4	83
1223.333	822.3	756.9	303
1226.667	822.5	754.3	299
1230.000	824.8	757.8	70
1233.333	820.6	763.1	274
1236.667	821.8	756.3	219
1240.000	823.5	752.9	289
1243.333	816.6	764.2	121
1246.667	821.4	757.2	107
1250.000	817.2	757.8	58
1253.333	827.5	758.6	236
1256.667	820.6	751.8	191
1260.000	819.1	758.9	168
1263.333	819.1	758.1	175
1266.667	827.3	753.0	241
1270.000	822.5	757.3	188
1273.333	821.0	761.7	31
1276.667	822.9	756.0	280
1280.000	824.3	755.8	280
1283.333	820.6	757.5	240
1286.667	819.1	757.0	90
1290.000	819.1	753.2	365
1293.333	826.2	755.8	276
1296.667	824.4	759.0	237
1300.000	818.3	766.5	289
1303.333	821.2	757.6	213
1306.667	814.3	754.7	214
1310.000	820.0	750.4	269
1313.333	823.9	766.3	297
1316.667	820.8	754.9	346
1320.000	813.7	756.2	278
1323.333	812.2	756.4	490
1326.667	812.4	751.9	212
1330.000	822.0	759.5	217
1333.333	812.7	753.9	121
1336.667	815.0	749.6	247
1340.000	812.7	753.4	269
1343.333	817.9	758.1	262
1346.667	811.4	759.8	484
1350.000	813.9	755.2	565
1353.333	820.6	752.8	809
1356.667	823.3	759.9	1687
1360.000	823.5	757.0	2355
1363.333	815.6	734.8	2955
1366.667	813.9	719.7	3234
1370.000	820.4	712.4	2652
1373.333	815.8	705.5	3414
1376.667	824.4	701.1	2218
1380.000	830.2	702.8	1121
1383.333	828.7	646.7	530
1386.667	831.2	701.1	1042
1390.000	825.4	702.8	1569
1393.333	829.8	711.8	2083
1396.667	821.2	708.5	109
1400.000	825.6	705.8	239
1403.333	827.5	706.2	534
1406.667	831.9	704.2	503
1410.000	824.3	701.6	435
1413.333	824.8	700.4	331
1416.667	826.9	698.5	188
1420.000	818.5	702.9	250
1423.333	825.8	704.9	317
1426.667	836.0	696.1	490
1430.000	820.8	695.4	188
1433.333	823.5	694.9	209
1436.667	818.3	693.5	382
1440.000	823.9	706.4	379
1443.333	830.0	703.2	368
1446.667	822.5	696.5	239
1450.000	825.2	700.1	342
1453.333	829.4	699.2	322
1456.667	823.5	697.9	128
1460.000	831.7	700.2	299
1463.333	831.4	694.2	224
1466.667	821.6	699.3	192
1470.000	821.6	694.3	258
1473.333	827.3	703.5	385
1476.667	827.1	701.0	218
1480.000	826.2	699.0	40
1483.333	824.1	703.9	361
1486.667	821.2	701.1	268
1490.000	826.0	693.9	345
1493.333	819.6	702.6	378
1496.667	824.8	696.2	318
1500.000	828.3	693.1	139
1503.333	824.3	697.7	195
1506.667	824.3	693.1	307
1510.000	827.3	700.7	411
1513.333	825.2	701.1	98
1516.667	829.2	698.8	249
1520.000	824.3	702.5	531
1523.333	821.2	693.9	429
1526.667	823.3	691.6	219
1530.000	817.5	699.5	136
1533.333	821.0	699.2	389
1536.667	826.6	696.1	426
1540.000	822.9	702.5	166
1543.333	816.6	699.7	357
1546.667	816.6	701.8	238
1550.000	819.1	698.7	88
1553.333	819.6	704.9	332
1556.667	821.6	698.7	324
1560.000	820.6	704.1	464
1563.333	821.2	704.6	1274
1566.667	824.6	700.5	3176
1570.000	830.0	696.8	5404
1573.333	852.1	703.2	7547
1576.667	896.3	707.7	9280
1580.000	929.5	705.7	10284
1583.333	963.8	706.8	9854
1586.667	997.1	720.3	8394
1590.000	1028.7	722.0	6494
1593.333	1046.0	722.1	4357
1596.667	1055.4	728.8	2226
1600.000	1050.0	730.7	699
1603.333	1051.6	728.5	348
1606.667	1047.0	732.3	209
1610.000	1047.4	727.5	419
1613.333	1049.3	732.8	519
1616.667	1051.0	726.3	606
1620.000	1058.1	722.1	440
1623.333	1056.4	726.7	155
1626.667	1056.4	732.1	183
1630.000	1054.3	730.3	311
1633.333	1051.2	723.5	77
1636.667	1057.9	729.6	308
1640.000	1055.2	732.0	112
1643.333	1058.3	726.7	121
1646.667	1055.2	722.5	398
1650.000	1051.0	728.5	281
1653.333	1052.4	726.0	260
1656.667	1054.5	723.5	265
1660.000	1055.0	725.1	207
1663.333	1050.0	730.3	304
1666.667	1056.0	729.8	291
1670.000	1054.1	728.7	108
1673.333	1052.7	730.4	87
1676.667	1055.0	729.5	95
1680.000	1056.0	726.4	171
1683.333	1052.4	731.6	128
1686.667	1054.1	726.9	113
1690.000	1050.4	726.4	154
1693.333	1054.8	728.7	305
1696.667	1057.5	733.1	165
1700.000	1057.0	723.7	242
1703.333	1052.4	723.1	104
1706.667	1056.4	733.6	228
1710.000	1057.3	730.7	137
1713.333	1055.4	723.7	206
1716.667	1051.8	725.7	357
1720.000	1059.3	721.3	182
1723.333	1057.3	729.0	324
1726.667	1059.8	725.5	333
1730.000	1056.6	732.3	537
1733.333	1050.6	727.8	349
1736.667	1056.6	730.5	369
1740.000	1053.5	733.4	243
1743.333	1054.5	732.6	30
1746.667	1048.9	724.9	328
1750.000	1051.2	731.4	402
1753.333	1054.8	730.3	245
1756.667	1054.5	723.1	243
1760.000	1056.6	726.5	233
1763.333	1050.0	726.8	125
1766.667	1056.6	730.3	379
1770.000	1058.7	731.2	143
1773.333	1050.6	727.3	132
1776.667	1048.9	730.8	344
1780.000	1055.8	727.6	351
1783.333	1054.5	724.7	298
1786.667	1052.7	725.0	361
1790.000	1056.0	723.8	70
1793.333	1054.8	728.0	194
1796.667	1059.6	727.2	196
1800.000	1053.5	726.1	38
1803.333	1055.8	728.0	119
1806.667	1057.2	727.6	245
1810.000	1055.8	722.6	149
1813.333	1054.3	727.4	115
1816.667	1055.0	721.7	69
1820.000	1058.3	727.2	208
1823.333	1052.9	726.0	260
1826.667	1055.8	726.4	192
1830.000	1062.0	722.3	192
1833.333	1056.8	722.1	283
1836.667	1058.3	729.1	277
1840.000	1057.7	731.5	176
1843.333	1056.2	728.5	132
1846.667	1062.5	727.2	270
1850.000	1057.2	724.4	206
1853.333	1060.0	726.9	137
1856.667	1057.0	725.1	346
1860.000	1058.5	727.4	261
1863.333	1055.6	730.7	284
1866.667	1054.3	727.3	52
1870.000	1055.6	727.9	140
1873.333	1057.9	732.8	215
1876.667	1057.0	724.0	142
1880.000	1052.2	728.9	182
1883.333	1054.3	724.7	135
1886.667	1053.9	727.7	190
1890.000	1059.6	725.4	217
1893.333	1054.7	728.1	136
1896.667	1054.7	730.1	190
1900.000	1055.4	730.7	139
1903.333	1058.9	719.6	104
1906.667	1048.9	728.0	155
1910.000	1058.9	726.1	122
1913.333	1054.1	728.5	218
1916.667	1054.7	724.7	374
1920.000	1057.9	730.7	301
1923.333	1056.8	724.6	278
1926.667	1060.6	727.3	41
1930.000	1062.5	730.4	84
1933.333	1056.6	725.3	182
1936.667	1053.9	727.6	310
1940.000	1059.5	727.4	273
1943.333	1058.7	730.8	99
1946.667	1054.1	721.1	104
1950.000	1058.5	724.7	124
1953.333	1058.3	730.1	37
1956.667	1057.9	728.2	156
1960.000	1057.2	722.5	47
1963.333	1056.8	729.9	36
1966.667	1059.1	723.6	93
1970.000	1057.5	727.3	281
1973.333	1057.2	729.5	192
1976.667	1056.8	727.2	252
1980.000	1059.8	730.8	156
1983.333	1056.2	731.1	105
1986.667	1058.3	728.5	80
1990.000	1059.1	731.1	140
1993.333	1058.7	729.8	56
1996.667	1056.0	730.3	160
2000.000	1057.2	727.5	63
2003.333	1058.5	730.3	157
2006.667	1063.3	732.6	78
2010.000	1056.4	730.7	120
2013.333	1055.4	732.6	177
2016.667	1055.4	726.7	211
2020.000	1060.4	733.3	193
2023.333	1058.1	726.3	229
2026.667	1055.0	731.6	51
2030.000	1056.4	725.5	20
2033.333	1052.7	727.9	153
2036.667	1059.6	730.0	272
2040.000	1060.0	731.5	281
2043.333	1056.6	728.7	213
2046.667	1060.6	726.0	48
2050.000	1060.8	728.7	91
2053.333	1057.0	734.7	114
2056.667	1059.1	726.9	45
2060.000	1061.0	727.3	186
2063.333	1060.4	728.8	67
2066.667	1058.3	729.1	95
2070.000	1057.3	726.4	145
2073.333	1060.2	732.8	124
2076.667	1060.6	721.1	39
