time	x	y	v
0.000	988.4	526.8	598
3.333	994.2	524.3	598
6.667	990.3	532.0	598
10.000	992.6	528.2	598
13.333	991.3	535.4	501
16.667	995.3	536.5	155
20.000	994.6	534.7	57
23.333	997.8	533.5	322
26.667	990.0	531.1	431
30.000	991.1	531.3	274
33.333	998.6	530.5	365
36.667	994.2	526.7	152
40.000	997.6	531.7	187
43.333	999.0	526.0	359
46.667	989.8	534.4	122
50.000	989.6	529.1	200
53.333	996.3	535.8	537
56.667	998.4	526.7	888
60.000	1002.0	530.7	656
63.333	1004.5	528.6	565
66.667	1001.5	522.1	190
70.000	999.7	524.6	284
73.333	1001.9	523.7	579
76.667	1000.1	526.8	396
80.000	997.8	526.0	379
83.333	990.9	533.6	412
86.667	998.6	522.3	209
90.000	997.6	532.4	175
93.333	993.0	528.9	317
96.667	996.3	520.9	267
100.000	997.6	527.0	314
103.333	1001.9	533.8	487
106.667	999.6	528.3	121
110.000	997.6	536.0	226
113.333	1002.8	528.4	285
116.667	993.6	522.9	97
120.000	1002.2	527.3	129
123.333	1002.8	530.2	163
126.667	995.9	529.6	239
130.000	995.9	535.1	115
133.333	1008.4	520.5	270
136.667	999.2	526.8	318
140.000	1000.5	529.0	196
143.333	1004.7	527.6	293
146.667	1002.2	534.2	55
150.000	1004.2	524.7	110
153.333	998.0	526.6	163
156.667	1000.7	527.7	265
160.000	1001.3	530.6	276
163.333	1008.2	533.7	367
166.667	1006.7	525.7	341
170.000	1003.6	527.0	405
173.333	1004.9	532.9	607
176.667	1004.2	518.7	314
180.000	1004.5	525.6	286
183.333	997.1	522.3	273
186.667	1001.5	532.8	559
190.000	1001.9	532.1	257
193.333	1000.5	526.4	196
196.667	1000.5	531.7	293
200.000	994.8	523.2	231
203.333	1007.6	526.5	299
206.667	1003.6	529.4	357
210.000	1002.2	526.5	373
213.333	987.5	530.3	628
216.667	996.1	526.1	393
220.000	999.9	531.7	345
223.333	997.8	538.5	548
226.667	996.1	531.5	379
230.000	997.1	532.2	405
233.333	1002.4	535.5	520
236.667	1000.5	535.9	283
240.000	1006.8	525.6	163
243.333	1000.5	529.3	304
246.667	999.9	541.1	348
250.000	1003.8	530.8	740
253.333	1004.7	542.9	382
256.667	1000.5	534.7	373
260.000	1006.1	544.4	329
263.333	990.3	535.2	702
266.667	996.9	537.1	207
270.000	1002.4	532.2	618
273.333	988.8	534.3	573
276.667	1001.7	541.3	256
280.000	1006.1	522.7	461
283.333	1001.5	536.5	375
286.667	996.7	544.3	377
290.000	1001.7	540.8	468
293.333	996.3	538.3	316
296.667	1001.3	539.0	141
300.000	996.1	533.4	213
303.333	993.4	539.6	227
306.667	1000.1	550.6	398
310.000	997.1	537.1	123
313.333	991.7	537.4	386
316.667	991.3	541.2	349
320.000	1004.0	535.6	163
323.333	999.4	538.2	224
326.667	990.1	540.5	247
330.000	999.9	538.3	136
333.333	997.4	538.6	261
336.667	1003.0	540.5	159
340.000	995.9	537.4	648
343.333	999.2	532.9	506
346.667	994.4	540.8	464
350.000	987.3	527.1	137
353.333	994.0	540.2	124
356.667	995.9	533.1	108
360.000	996.7	541.4	235
363.333	993.4	534.1	249
366.667	992.6	536.5	176
370.000	996.3	528.8	712
373.333	990.9	538.2	1853
376.667	999.6	531.6	3662
380.000	1015.1	539.6	5476
383.333	1034.3	540.0	7312
386.667	1073.1	532.8	7619
390.000	1099.0	550.5	7434
393.333	1132.6	536.2	6824
396.667	1136.6	535.1	5931
400.000	1158.1	550.8	5363
403.333	1177.3	532.9	4790
406.667	1196.2	556.0	4178
410.000	1208.8	557.0	2561
413.333	1215.9	557.8	1319
416.667	1213.2	555.8	72
420.000	1205.0	553.9	425
423.333	1201.9	560.4	256
426.667	1204.0	557.2	771
430.000	1208.4	561.2	1257
433.333	1225.0	558.9	1062
436.667	1215.9	567.9	623
440.000	1223.2	566.7	231
443.333	1219.0	558.5	433
446.667	1216.5	560.4	571
450.000	1215.7	556.6	400
453.333	1220.4	557.0	206
456.667	1212.1	558.6	34
460.000	1215.9	561.3	465
463.333	1215.7	553.1	557
466.667	1217.7	562.4	605
470.000	1217.9	569.3	341
473.333	1219.4	566.5	127
476.667	1216.3	567.1	551
480.000	1219.4	560.2	603
483.333	1212.7	558.4	258
486.667	1214.6	555.9	219
490.000	1217.3	561.2	192
493.333	1216.9	564.6	248
496.667	1209.8	561.7	252
500.000	1218.0	549.6	470
503.333	1219.2	566.8	324
506.667	1219.2	561.8	874
510.000	1216.9	575.3	583
513.333	1215.6	560.8	169
516.667	1225.5	575.1	169
520.000	1225.3	559.3	280
523.333	1214.2	563.7	208
526.667	1221.3	566.2	326
530.000	1218.0	566.9	418
533.333	1215.7	566.0	400
536.667	1220.9	566.7	321
540.000	1220.2	570.1	242
543.333	1225.7	557.0	829
546.667	1219.6	562.8	909
550.000	1220.4	568.4	561
553.333	1223.6	542.6	391
556.667	1224.0	553.2	567
560.000	1217.3	562.1	237
563.333	1214.2	559.7	886
566.667	1218.6	578.2	445
570.000	1223.6	549.1	630
573.333	1223.0	567.5	1908
576.667	1226.1	563.5	3910
580.000	1224.0	574.2	3340
583.333	1231.1	502.1	2663
586.667	1240.7	488.8	1472
590.000	1222.3	518.8	319
593.333	1209.4	543.7	1924
596.667	1224.2	534.9	1751
600.000	1230.7	528.7	596
603.333	1220.5	527.7	698
606.667	1225.0	541.5	1199
610.000	1221.9	539.0	1685
613.333	1217.3	515.4	1032
616.667	1221.3	504.5	879
620.000	1221.5	501.7	819
623.333	1220.9	533.7	561
626.667	1231.5	523.3	29
630.000	1218.2	499.2	395
633.333	1229.2	500.3	839
636.667	1216.5	516.2	1825
