time	x	y	v
0.000	967.9	590.4	102
3.333	962.1	582.9	102
6.667	973.2	591.1	102
10.000	970.0	591.3	102
13.333	968.4	597.7	180
16.667	977.1	586.7	449
20.000	961.7	588.0	203
23.333	962.1	588.3	43
26.667	972.7	584.9	607
30.000	968.8	593.9	874
33.333	970.4	595.2	643
36.667	972.5	598.5	360
40.000	973.4	598.2	401
43.333	970.8	595.0	720
46.667	966.7	593.8	869
50.000	963.8	586.4	707
53.333	964.0	587.5	327
56.667	964.4	587.2	56
60.000	965.6	587.7	400
63.333	969.2	588.8	222
66.667	962.1	593.8	215
70.000	967.7	593.5	247
73.333	964.6	588.1	211
76.667	960.4	589.7	176
80.000	966.1	595.3	148
83.333	968.6	595.6	97
86.667	966.0	592.2	322
90.000	959.8	590.5	452
93.333	967.5	586.8	252
96.667	961.5	587.1	317
100.000	963.5	590.5	529
103.333	962.7	594.4	578
106.667	960.0	596.6	171
110.000	964.2	598.0	289
113.333	961.5	594.6	457
116.667	963.3	588.4	1051
120.000	958.1	587.4	1163
123.333	958.1	591.0	1133
126.667	958.7	571.6	725
130.000	963.1	576.6	783
133.333	956.0	572.9	850
136.667	957.1	581.0	406
140.000	952.7	570.2	475
143.333	951.0	567.4	363
146.667	956.2	573.8	605
150.000	953.7	571.1	541
153.333	948.5	571.1	934
156.667	943.9	568.1	1306
160.000	947.9	559.0	1182
163.333	940.0	557.0	528
166.667	939.3	556.2	203
170.000	941.4	553.7	280
173.333	944.1	567.9	167
176.667	940.6	566.6	133
180.000	937.3	547.2	247
183.333	946.0	561.4	728
186.667	934.8	555.9	440
190.000	940.6	557.7	323
193.333	937.2	549.6	35
196.667	943.1	552.5	241
200.000	946.2	561.7	228
203.333	938.1	558.3	82
206.667	941.0	551.4	417
210.000	938.1	547.7	500
213.333	940.6	558.3	339
216.667	936.8	550.2	130
220.000	947.7	549.3	88
223.333	932.0	548.5	82
226.667	938.9	555.1	429
230.000	938.5	551.7	353
233.333	943.7	557.5	632
236.667	942.3	556.0	309
240.000	945.8	552.3	231
243.333	943.3	558.5	428
246.667	938.1	561.4	432
250.000	936.4	552.9	342
253.333	948.1	569.7	232
256.667	935.2	557.2	431
260.000	943.7	560.2	479
263.333	946.4	561.2	323
266.667	944.8	565.2	857
270.000	938.3	569.1	570
273.333	947.3	570.0	493
276.667	944.6	573.0	417
280.000	950.0	567.3	499
283.333	950.0	570.7	355
286.667	947.7	559.1	532
290.000	948.5	567.5	551
293.333	956.0	572.8	230
296.667	934.8	555.1	71
300.000	941.6	566.5	562
303.333	955.0	563.8	221
306.667	946.4	562.5	972
310.000	939.1	556.6	486
313.333	956.7	568.6	321
316.667	956.2	571.3	438
320.000	949.1	568.9	766
323.333	948.1	564.5	441
326.667	950.0	568.7	401
330.000	953.3	581.6	1221
333.333	955.2	575.2	1103
336.667	955.2	572.9	987
340.000	967.7	589.7	458
343.333	960.6	577.0	558
346.667	967.1	583.1	72
350.000	957.3	578.7	215
353.333	965.8	586.3	385
356.667	959.8	574.9	390
360.000	963.5	585.8	261
363.333	962.3	588.5	337
366.667	960.2	588.1	92
370.000	961.2	581.0	244
373.333	956.4	577.3	174
376.667	962.1	583.6	198
380.000	965.2	585.0	193
383.333	963.6	587.5	211
386.667	961.0	578.1	386
390.000	961.9	583.3	405
393.333	959.6	586.1	485
396.667	960.6	573.8	484
400.000	959.8	581.7	463
403.333	960.0	574.0	205
406.667	956.7	571.8	393
410.000	956.5	580.5	525
413.333	958.5	580.8	631
416.667	958.3	583.6	375
420.000	955.2	587.7	180
423.333	957.9	581.8	162
426.667	954.8	580.1	44
430.000	956.9	586.8	48
433.333	954.8	583.2	138
436.667	959.6	586.1	339
440.000	952.7	584.5	687
443.333	962.5	580.4	1915
446.667	953.3	594.3	3173
450.000	941.6	596.1	4143
453.333	918.7	608.7	4901
456.667	905.1	616.4	4218
460.000	894.7	626.4	3000
463.333	875.5	616.7	1294
466.667	882.6	621.2	224
470.000	887.0	617.4	737
473.333	896.1	620.7	729
476.667	894.7	624.0	417
480.000	900.3	619.7	610
483.333	883.8	613.7	638
486.667	893.6	632.1	628
490.000	885.7	631.0	665
493.333	892.2	627.6	346
496.667	891.3	630.7	229
500.000	884.9	627.5	491
503.333	888.6	627.6	224
506.667	891.1	628.0	302
510.000	883.6	617.0	749
513.333	896.1	629.6	639
516.667	894.7	631.0	641
520.000	897.2	639.4	641
523.333	895.1	629.1	188
526.667	884.9	636.6	99
530.000	890.5	633.0	89
533.333	897.4	631.0	495
536.667	893.4	636.7	441
540.000	891.8	634.7	199
543.333	894.5	643.7	250
546.667	889.3	640.9	492
550.000	890.9	628.2	663
553.333	892.4	632.6	932
556.667	889.9	628.6	406
560.000	896.1	627.0	177
563.333	889.7	623.8	217
566.667	887.6	633.1	506
570.000	896.1	634.6	433
573.333	893.0	633.0	151
576.667	886.3	636.3	566
580.000	895.1	632.1	249
583.333	883.6	622.3	336
586.667	898.8	624.3	93
590.000	894.9	637.5	395
593.333	895.5	630.4	534
596.667	884.7	630.9	413
600.000	886.3	632.6	291
603.333	888.8	634.3	308
606.667	895.5	633.3	257
610.000	884.5	635.3	148
613.333	887.2	635.3	204
616.667	889.9	635.5	177
620.000	887.8	635.7	371
623.333	891.5	638.9	165
626.667	889.2	636.0	250
630.000	888.6	643.6	466
633.333	890.9	633.7	440
636.667	896.4	636.8	324
640.000	897.2	632.1	84
643.333	893.2	634.2	337
646.667	893.8	640.4	393
650.000	885.1	640.1	150
653.333	891.6	635.6	250
656.667	892.8	639.5	310
660.000	893.6	630.9	471
663.333	894.0	633.6	97
666.667	891.8	637.8	296
670.000	897.4	633.4	321
673.333	889.9	640.2	151
676.667	885.3	630.5	276
680.000	893.2	639.6	444
683.333	893.2	630.8	992
686.667	891.8	631.4	785
690.000	885.1	628.2	1171
693.333	884.5	614.2	1051
696.667	888.4	624.5	640
700.000	882.6	616.9	355
703.333	881.5	613.7	560
706.667	885.3	622.7	1074
710.000	890.5	615.7	2416
713.333	899.1	622.3	3785
716.667	907.6	623.7	4723
720.000	934.5	624.2	5113
723.333	960.8	608.6	4974
726.667	973.4	619.2	4219
730.000	981.9	611.4	3303
733.333	991.3	627.6	2321
736.667	993.6	629.7	1694
740.000	1008.2	622.8	1156
743.333	1002.6	621.5	780
746.667	1003.0	633.3	1055
750.000	1007.0	610.4	722
753.333	999.2	618.0	588
756.667	1007.8	605.3	442
760.000	1009.0	616.5	263
763.333	1010.3	620.6	465
766.667	1002.4	614.2	414
770.000	1003.4	616.0	461
773.333	998.6	624.9	684
776.667	1004.7	605.1	460
780.000	1006.8	610.7	550
783.333	1007.8	605.2	347
786.667	1004.0	613.8	430
790.000	1006.3	608.0	281
793.333	1001.3	611.5	474
796.667	1003.6	615.9	113
800.000	1001.9	605.2	270
803.333	999.2	618.2	399
806.667	1006.1	611.6	119
810.000	1004.9	615.6	56
813.333	1004.4	620.8	612
816.667	998.0	609.6	716
820.000	1003.0	609.7	709
823.333	995.9	604.0	171
826.667	1000.7	604.2	551
830.000	1004.5	606.7	402
833.333	1006.1	624.7	381
836.667	1009.5	603.5	163
840.000	1001.3	611.7	277
843.333	998.6	611.0	539
846.667	1010.7	608.1	315
850.000	997.4	611.4	255
853.333	1001.3	607.0	136
856.667	1004.0	598.8	219
860.000	1004.9	613.4	292
863.333	1004.4	610.6	440
866.667	998.2	605.0	319
870.000	1008.4	609.7	46
873.333	1004.2	615.7	87
876.667	1004.5	607.4	460
880.000	1003.4	613.3	278
883.333	1004.5	607.2	210
886.667	1007.2	620.4	395
890.000	1006.5	615.3	511
893.333	996.7	603.8	361
896.667	1003.6	599.7	378
900.000	1001.5	609.1	60
903.333	1003.8	610.1	455
906.667	1006.8	610.3	658
910.000	999.4	609.3	827
913.333	1010.5	603.1	969
916.667	1004.2	584.2	1219
920.000	1005.7	603.7	145
923.333	998.8	593.0	756
926.667	1003.6	583.4	1240
930.000	1004.9	615.1	795
933.333	1007.6	612.6	602
936.667	1004.4	609.3	18
940.000	997.1	607.6	853
943.333	1001.7	597.5	323
946.667	1009.7	597.1	528
950.000	998.8	603.4	636
953.333	1005.5	610.1	581
956.667	995.3	621.5	524
960.000	997.8	606.4	698
963.333	1010.1	603.3	1585
966.667	1002.8	614.6	3794
970.000	1013.2	619.3	7261
973.333	1020.5	649.1	11202
976.667	1032.6	693.0	15626
980.000	1054.8	747.1	NaN
983.333	1049.9	829.3	NaN
986.667	1091.7	911.7	NaN
990.000	NaN	NaN	NaN
993.333	NaN	NaN	NaN
996.667	NaN	NaN	NaN
1000.000	NaN	NaN	NaN
1003.333	NaN	NaN	NaN
1006.667	NaN	NaN	NaN
1010.000	NaN	NaN	NaN
1013.333	NaN	NaN	NaN
1016.667	NaN	NaN	NaN
1020.000	NaN	NaN	NaN
1023.333	NaN	NaN	NaN
1026.667	NaN	NaN	NaN
1030.000	NaN	NaN	NaN
1033.333	NaN	NaN	NaN
1036.667	NaN	NaN	NaN
1040.000	NaN	NaN	NaN
1043.333	NaN	NaN	NaN
1046.667	NaN	NaN	NaN
1050.000	NaN	NaN	NaN
1053.333	NaN	NaN	NaN
1056.667	NaN	NaN	NaN
1060.000	NaN	NaN	NaN
1063.333	NaN	NaN	NaN
1066.667	NaN	NaN	NaN
1070.000	NaN	NaN	NaN
1073.333	NaN	NaN	NaN
1076.667	NaN	NaN	NaN
1080.000	NaN	NaN	NaN
1083.333	NaN	NaN	NaN
