time	x	y	v
0.000	986.3	318.9	523
3.333	979.8	310.1	523
6.667	993.6	317.1	523
10.000	994.2	314.1	523
13.333	978.6	307.7	266
16.667	984.6	321.4	324
20.000	996.7	300.7	809
23.333	980.9	310.3	643
26.667	989.8	314.4	282
30.000	963.1	317.0	554
33.333	998.4	325.8	658
36.667	986.9	310.8	232
40.000	993.6	313.3	197
43.333	987.1	325.0	1044
46.667	977.3	306.3	723
50.000	982.7	327.9	317
53.333	979.4	334.5	1224
56.667	977.9	306.1	1550
60.000	996.5	326.1	791
63.333	1013.4	325.7	463
66.667	994.9	330.6	191
70.000	982.8	313.7	1206
73.333	989.8	322.1	1302
76.667	998.4	313.6	768
80.000	974.4	320.7	683
83.333	1008.4	294.2	522
86.667	992.3	322.1	357
90.000	997.1	311.1	1024
93.333	993.2	309.4	1521
96.667	985.9	325.9	531
100.000	989.2	335.6	1000
103.333	988.6	320.1	115
106.667	986.1	317.4	741
110.000	970.0	311.4	470
113.333	1001.3	325.4	282
116.667	989.4	313.2	432
120.000	986.9	323.2	727
123.333	977.9	307.7	394
126.667	985.9	307.2	571
130.000	992.6	304.5	1006
133.333	997.8	324.4	1421
136.667	990.1	325.6	1240
140.000	996.3	328.2	341
143.333	982.5	329.5	2091
146.667	1004.9	325.9	1467
150.000	983.4	310.1	1025
153.333	955.0	288.0	287
156.667	994.0	319.7	188
160.000	984.6	323.1	1389
163.333	992.4	319.2	1666
166.667	993.8	311.6	265
170.000	992.8	320.2	1202
173.333	995.1	321.3	1280
176.667	983.6	313.0	2346
180.000	988.0	286.7	1435
183.333	982.8	302.0	425
186.667	979.8	266.0	766
190.000	1006.5	316.2	1777
193.333	980.0	313.1	1713
196.667	994.2	310.6	1532
200.000	985.7	320.3	742
203.333	992.8	320.0	116
206.667	984.6	308.7	893
210.000	980.9	313.3	820
213.333	986.5	312.8	594
216.667	978.0	298.2	525
220.000	982.1	311.5	671
223.333	985.7	307.5	530
226.667	999.2	312.7	503
230.000	990.7	308.6	392
233.333	988.0	310.6	399
236.667	985.7	306.6	385
240.000	997.6	315.7	340
243.333	999.2	312.3	196
246.667	979.0	312.3	222
250.000	984.2	312.3	224
253.333	989.4	309.5	558
256.667	990.5	314.6	875
260.000	994.8	319.8	491
263.333	992.8	322.8	639
266.667	996.3	313.1	171
270.000	993.4	302.7	191
273.333	1004.4	329.3	666
276.667	984.0	309.6	225
280.000	994.6	318.3	340
283.333	997.8	296.4	572
286.667	1002.6	317.4	529
290.000	1000.5	315.8	339
293.333	1001.1	311.0	325
296.667	994.9	305.0	2052
300.000	1004.2	322.4	1621
303.333	991.9	304.1	796
306.667	1008.8	257.6	995
310.000	991.5	301.5	1654
313.333	1026.0	329.6	2266
316.667	985.5	331.6	2488
320.000	998.2	331.3	773
323.333	997.8	315.4	1451
326.667	991.7	321.9	1649
330.000	986.5	315.4	1103
333.333	993.8	313.6	361
336.667	1010.7	295.5	693
340.000	992.3	313.2	321
343.333	991.9	316.9	851
346.667	999.7	302.6	1041
350.000	987.1	305.7	373
353.333	981.5	317.3	421
356.667	988.6	306.3	754
360.000	1003.4	304.1	257
363.333	1000.3	309.2	281
366.667	974.4	326.3	559
370.000	981.1	303.0	744
373.333	989.6	317.8	591
376.667	999.7	316.0	791
380.000	981.9	318.3	403
383.333	977.7	295.8	524
386.667	985.9	307.3	536
390.000	1003.0	320.1	710
393.333	994.8	305.0	690
396.667	999.2	314.0	447
400.000	984.4	316.8	412
403.333	994.0	307.8	310
406.667	996.7	325.4	222
410.000	994.0	317.2	558
413.333	1002.8	304.1	2243
416.667	989.0	312.7	4878
420.000	968.6	317.2	7792
423.333	944.6	318.0	10032
426.667	890.1	337.2	11909
430.000	846.7	343.5	12369
433.333	818.5	341.5	11702
436.667	760.1	368.6	10490
440.000	742.7	377.1	8932
443.333	718.8	372.2	7945
446.667	680.6	370.3	5547
450.000	682.9	391.2	3747
453.333	647.8	375.0	2047
456.667	664.5	388.4	48
460.000	674.1	379.0	571
463.333	665.7	366.7	605
466.667	682.4	384.3	634
470.000	676.6	397.1	1368
473.333	654.5	360.5	1118
476.667	672.2	410.2	915
480.000	640.7	376.4	582
483.333	661.2	376.3	848
486.667	669.5	386.3	1533
490.000	672.6	373.2	1537
493.333	670.5	376.3	873
496.667	678.3	374.0	930
500.000	674.5	395.9	1057
503.333	670.7	392.5	1345
506.667	666.4	395.7	1450
510.000	667.8	385.5	73
513.333	664.7	407.6	694
516.667	663.9	408.0	887
520.000	680.6	379.6	676
523.333	651.1	377.4	1669
526.667	672.8	382.9	868
530.000	659.9	392.3	487
533.333	664.9	365.4	850
536.667	671.2	385.6	166
540.000	683.9	385.6	50
543.333	665.9	382.8	830
546.667	667.6	381.8	455
550.000	660.7	383.6	559
553.333	663.0	389.3	482
556.667	672.8	382.5	47
560.000	670.3	397.0	600
563.333	665.7	386.9	830
566.667	662.6	378.3	726
570.000	662.2	370.9	882
573.333	680.4	378.8	745
576.667	683.7	384.7	548
580.000	656.6	371.2	1083
583.333	679.9	402.3	1184
586.667	672.4	370.1	765
590.000	672.6	404.2	882
593.333	660.9	395.8	903
596.667	662.6	379.3	383
600.000	652.0	396.8	442
603.333	670.5	383.0	474
606.667	671.4	394.6	247
610.000	671.8	393.3	413
613.333	659.7	377.9	130
616.667	664.7	388.7	107
620.000	670.7	391.7	515
623.333	674.9	390.2	374
626.667	666.6	388.9	340
630.000	652.2	396.6	987
633.333	663.0	383.3	940
636.667	673.2	401.9	845
640.000	667.0	415.9	786
643.333	675.1	398.7	1067
646.667	667.0	396.7	959
650.000	668.5	403.3	1171
653.333	660.7	421.5	1236
656.667	662.8	372.0	1753
660.000	654.0	397.5	1658
663.333	669.1	373.9	774
666.667	650.1	373.0	987
670.000	649.0	389.6	635
673.333	653.8	401.3	1089
676.667	673.9	394.6	461
680.000	667.6	382.3	412
683.333	660.7	397.9	607
686.667	649.3	382.2	124
690.000	669.1	401.9	131
693.333	668.4	378.4	740
696.667	668.9	399.4	573
700.000	653.2	379.4	1560
703.333	635.5	396.5	718
706.667	665.1	372.1	766
710.000	652.0	369.3	1425
713.333	654.5	408.2	1374
716.667	659.7	412.9	1352
720.000	671.6	388.0	584
723.333	655.3	404.7	844
726.667	656.3	397.2	1238
730.000	668.4	387.9	481
733.333	662.8	397.1	825
736.667	669.9	374.9	167
740.000	659.1	393.0	871
743.333	657.2	386.5	771
746.667	659.7	400.0	575
750.000	660.9	405.4	355
753.333	661.2	397.2	582
756.667	663.7	383.3	748
760.000	646.8	387.9	1106
763.333	673.3	386.0	748
766.667	667.0	395.5	272
770.000	662.0	372.3	367
773.333	662.6	379.8	361
776.667	660.3	385.5	477
780.000	658.6	382.2	121
783.333	670.8	397.5	404
786.667	675.3	385.3	610
790.000	653.8	364.0	246
793.333	672.8	387.8	359
796.667	671.2	404.9	999
800.000	661.2	383.8	902
803.333	663.9	388.9	518
806.667	669.7	401.0	591
810.000	676.8	381.6	1213
813.333	674.7	411.4	1020
816.667	665.5	405.8	762
820.000	669.3	405.3	1138
823.333	676.4	408.6	1381
826.667	651.8	397.9	1193
830.000	653.0	388.6	2090
833.333	662.6	391.3	1036
836.667	663.7	387.4	924
840.000	675.1	356.6	1215
843.333	661.2	404.5	551
846.667	669.9	406.5	768
850.000	672.4	402.4	716
853.333	665.1	380.5	427
856.667	670.1	395.8	314
860.000	668.5	393.2	713
863.333	673.2	407.1	334
866.667	677.8	401.2	1581
870.000	660.1	406.8	3161
873.333	660.9	377.4	3612
876.667	648.6	368.3	3373
880.000	624.6	354.1	2228
883.333	654.5	355.0	1326
886.667	648.6	348.7	583
890.000	659.3	361.4	498
893.333	631.1	345.2	737
896.667	634.4	356.0	142
900.000	642.8	370.1	622
903.333	648.2	356.1	1393
906.667	654.9	347.3	1287
910.000	657.6	364.6	358
913.333	654.3	354.1	713
916.667	660.3	347.9	524
920.000	646.1	372.9	760
923.333	647.8	366.1	1088
926.667	655.1	353.6	1064
930.000	637.6	357.9	1190
933.333	636.3	338.5	763
936.667	645.9	351.1	1399
940.000	632.6	357.5	978
943.333	636.3	366.0	1058
946.667	624.8	370.9	547
950.000	628.6	354.3	423
953.333	643.2	364.0	895
956.667	624.4	350.9	1239
960.000	635.1	356.7	711
963.333	644.5	352.4	859
966.667	630.9	338.7	906
970.000	639.9	350.9	50
973.333	649.7	348.2	237
976.667	641.5	344.6	728
980.000	632.4	358.6	635
983.333	638.0	346.7	544
986.667	631.1	359.6	252
990.000	635.5	350.8	516
993.333	640.3	353.5	410
996.667	635.3	339.0	576
1000.000	634.0	349.9	474
1003.333	639.4	344.7	885
1006.667	648.4	362.2	904
1010.000	637.4	355.0	982
1013.333	637.8	366.0	1567
1016.667	649.0	348.3	1446
1020.000	658.8	359.3	1654
1023.333	671.8	371.5	183
1026.667	663.0	360.2	690
1030.000	659.7	372.8	1334
1033.333	634.9	349.3	1439
1036.667	647.8	350.5	593
1040.000	644.2	365.7	595
1043.333	651.1	350.5	500
1046.667	654.5	354.9	675
1050.000	641.1	351.1	914
1053.333	647.6	342.1	472
1056.667	652.6	345.3	264
1060.000	654.9	346.6	506
1063.333	637.4	346.8	1228
1066.667	655.9	364.4	802
1070.000	650.3	348.2	1025
1073.333	657.2	371.5	865
1076.667	656.1	351.3	384
1080.000	668.9	358.3	715
1083.333	646.3	368.4	690
1086.667	648.0	365.3	799
1090.000	637.6	349.4	492
1093.333	656.3	363.3	705
1096.667	642.6	356.4	694
1100.000	653.8	363.3	357
1103.333	634.8	346.2	437
1106.667	634.9	352.6	250
1110.000	646.7	352.0	605
1113.333	647.8	363.5	403
1116.667	636.3	358.9	632
1120.000	630.0	347.8	753
1123.333	637.6	359.1	453
1126.667	630.1	363.4	168
1130.000	637.4	340.7	658
1133.333	634.2	364.5	1096
1136.667	638.4	352.0	475
1140.000	639.2	369.4	919
1143.333	645.7	382.3	297
1146.667	618.6	348.2	785
1150.000	641.3	369.8	582
1153.333	641.7	350.8	492
1156.667	642.4	392.6	468
1160.000	623.4	376.6	736
1163.333	630.9	366.2	296
1166.667	625.3	355.1	1215
1170.000	634.0	369.4	241
1173.333	642.6	365.1	1027
1176.667	631.5	361.5	1022
1180.000	623.2	371.8	1331
1183.333	664.5	363.9	947
1186.667	638.6	340.0	936
1190.000	658.9	360.7	392
1193.333	634.4	351.0	529
1196.667	648.8	358.3	980
1200.000	646.3	376.8	809
1203.333	664.1	356.5	1137
1206.667	658.6	347.5	1112
1210.000	662.6	359.9	439
1213.333	654.7	370.7	933
1216.667	675.3	375.4	386
1220.000	651.6	363.9	258
1223.333	654.9	367.8	136
1226.667	658.2	354.6	380
1230.000	662.6	366.4	28
1233.333	659.9	383.8	821
1236.667	655.7	359.9	1141
1240.000	650.7	358.6	1321
1243.333	640.1	354.6	1154
1246.667	643.6	356.9	718
1250.000	652.6	354.3	1021
1253.333	649.3	355.4	1109
1256.667	635.1	376.2	925
1260.000	659.7	375.5	1003
1263.333	657.6	361.2	1087
1266.667	652.2	370.0	1189
1270.000	651.5	379.7	321
1273.333	665.9	377.8	460
1276.667	670.1	368.2	722
1280.000	656.4	365.5	890
1283.333	662.6	371.0	1869
1286.667	648.2	357.5	1795
1290.000	647.2	371.7	1755
1293.333	634.4	347.5	879
1296.667	644.2	347.9	569
1300.000	630.3	350.6	1420
1303.333	654.5	366.0	2711
1306.667	630.0	350.5	4143
1310.000	677.6	332.1	5193
1313.333	694.1	337.8	4830
1316.667	697.7	291.2	3764
1320.000	710.4	309.1	2525
1323.333	694.7	295.5	2254
1326.667	693.1	298.9	1374
1330.000	712.3	285.3	1268
1333.333	716.5	280.2	1520
1336.667	712.1	278.7	1546
1340.000	718.3	298.1	823
1343.333	725.2	295.7	587
1346.667	729.2	302.4	751
1350.000	722.5	276.2	885
1353.333	723.6	275.8	409
1356.667	728.1	286.0	1125
1360.000	735.6	292.0	1254
1363.333	731.5	302.2	1428
1366.667	713.5	314.2	574
1370.000	723.5	283.9	504
1373.333	721.5	312.4	801
1376.667	722.7	274.5	1269
1380.000	735.0	326.3	1473
1383.333	740.9	305.5	876
1386.667	734.2	309.3	571
1390.000	754.0	284.0	1334
1393.333	727.7	306.6	723
1396.667	732.3	310.1	741
1400.000	735.6	283.3	637
1403.333	727.7	303.2	927
1406.667	737.1	284.7	1549
1410.000	732.9	312.1	1470
1413.333	717.9	277.3	1372
1416.667	723.1	266.9	61
1420.000	722.7	270.0	87
1423.333	715.4	293.5	1413
1426.667	748.8	298.6	1329
1430.000	717.5	288.9	741
1433.333	705.6	296.5	899
1436.667	711.9	285.9	884
1440.000	721.0	289.7	435
1443.333	727.3	273.9	724
1446.667	726.0	285.8	330
1450.000	711.4	294.9	538
1453.333	726.7	289.2	703
1456.667	703.3	277.5	69
1460.000	720.2	288.8	941
1463.333	713.3	285.2	1196
1466.667	728.8	293.2	800
1470.000	726.5	311.1	164
1473.333	710.8	302.4	945
1476.667	713.9	283.1	709
1480.000	730.8	285.9	1166
