time	x	y	v
0.000	963.8	521.0	353
3.333	958.1	515.3	353
6.667	966.9	522.9	353
10.000	964.6	522.6	353
13.333	962.3	525.4	267
16.667	970.6	512.5	41
20.000	967.7	519.3	192
23.333	963.6	519.2	392
26.667	966.1	526.1	369
30.000	959.2	516.9	80
33.333	979.0	511.6	272
36.667	967.9	529.3	395
40.000	962.9	516.3	256
43.333	966.1	513.6	464
46.667	967.9	514.4	327
50.000	968.4	512.4	455
53.333	966.1	514.0	637
56.667	967.3	521.4	709
60.000	967.7	524.6	248
63.333	964.8	523.6	121
66.667	962.3	524.1	379
70.000	967.7	511.4	346
73.333	970.6	523.3	37
76.667	966.9	514.8	423
80.000	963.3	519.9	946
83.333	965.6	525.2	389
86.667	963.8	529.0	357
90.000	972.1	533.5	4
93.333	963.8	519.5	708
96.667	968.1	522.8	661
100.000	961.5	524.6	490
103.333	971.9	510.0	83
106.667	967.5	522.6	275
110.000	958.5	524.1	322
113.333	966.3	521.0	16
116.667	962.5	515.4	210
120.000	968.3	511.5	377
123.333	970.4	519.9	286
126.667	956.5	522.5	267
130.000	972.1	515.1	109
133.333	966.3	509.0	485
136.667	966.3	510.9	290
140.000	967.1	518.6	451
143.333	963.5	508.9	154
146.667	965.4	531.8	124
150.000	968.4	513.5	159
153.333	967.7	507.2	291
156.667	966.1	513.6	611
160.000	961.5	527.6	372
163.333	969.6	503.1	465
166.667	969.8	513.2	76
170.000	963.5	524.3	207
173.333	961.7	518.4	597
176.667	970.4	512.1	326
180.000	957.3	520.5	222
183.333	964.2	517.0	189
186.667	966.9	508.0	480
190.000	968.3	532.7	278
193.333	961.5	514.5	393
196.667	968.4	525.6	721
200.000	954.2	504.1	996
203.333	960.6	519.8	642
206.667	952.3	516.5	554
210.000	956.7	509.9	622
213.333	960.0	503.6	141
216.667	970.0	512.6	282
220.000	958.3	527.7	1277
223.333	956.5	512.0	3381
226.667	957.9	514.3	5837
230.000	928.7	523.6	8192
233.333	883.2	513.1	10663
236.667	848.1	529.5	12657
240.000	801.2	533.8	13104
243.333	758.2	534.0	13106
246.667	707.5	544.0	12531
250.000	671.8	556.3	11327
253.333	633.8	579.9	9870
256.667	606.7	570.5	7798
260.000	582.0	570.1	4990
263.333	567.7	594.0	2110
266.667	563.3	596.7	189
270.000	578.1	559.2	1488
273.333	595.6	595.2	2073
276.667	599.4	562.7	1419
280.000	580.0	556.2	1209
283.333	578.5	562.2	1259
286.667	581.6	565.6	935
290.000	569.7	550.8	460
293.333	581.6	579.4	340
296.667	572.4	553.4	348
300.000	569.9	558.4	223
303.333	574.8	565.8	245
306.667	572.2	558.1	436
310.000	578.7	554.9	351
313.333	577.3	570.9	877
316.667	576.4	557.5	561
320.000	577.7	557.2	880
323.333	575.0	538.5	563
326.667	576.2	556.3	674
330.000	559.9	552.3	782
333.333	572.0	570.0	1282
336.667	571.6	560.2	1161
340.000	574.7	561.5	1056
343.333	571.2	572.3	248
346.667	582.3	578.9	352
350.000	577.0	564.9	323
353.333	569.5	554.3	880
356.667	584.1	566.9	597
360.000	575.0	564.4	290
363.333	581.4	555.0	847
366.667	571.6	564.5	666
370.000	571.8	554.4	1289
373.333	579.5	588.9	1626
376.667	576.4	569.9	839
380.000	572.9	586.3	129
383.333	584.4	585.6	1096
386.667	575.2	568.7	977
390.000	575.8	563.5	580
393.333	582.0	565.1	97
396.667	572.7	561.1	401
400.000	579.6	585.9	654
403.333	585.4	575.9	331
406.667	573.9	565.3	329
410.000	581.4	578.3	1231
413.333	579.1	570.7	591
416.667	578.7	561.1	101
