time	x	y	v
0.000	984.6	535.7	232
3.333	980.5	548.0	232
6.667	980.9	546.7	232
10.000	982.7	555.2	232
13.333	982.8	541.1	333
16.667	983.6	528.7	605
20.000	985.2	544.0	1286
23.333	982.7	549.7	586
26.667	983.8	530.9	134
30.000	984.8	515.1	105
33.333	980.2	536.4	223
36.667	985.3	541.2	1141
40.000	981.5	549.0	888
43.333	979.4	534.2	263
46.667	989.6	549.4	41
50.000	986.1	535.8	251
53.333	985.2	540.0	118
56.667	981.9	547.0	505
60.000	989.0	545.0	277
63.333	984.6	534.8	171
66.667	980.4	535.5	145
70.000	985.9	551.1	490
73.333	984.2	545.6	986
76.667	987.8	544.3	948
80.000	986.3	550.5	482
83.333	990.5	555.9	208
86.667	987.8	557.9	543
90.000	984.6	553.9	831
93.333	984.4	543.0	799
96.667	974.2	549.6	367
100.000	975.0	548.5	845
103.333	982.1	549.5	442
106.667	981.3	560.4	613
110.000	982.7	568.6	3881
113.333	987.3	535.1	8489
116.667	984.6	548.6	NaN
120.000	1013.8	670.6	NaN
123.333	1019.3	740.0	NaN
126.667	NaN	NaN	NaN
130.000	NaN	NaN	NaN
133.333	NaN	NaN	NaN
136.667	NaN	NaN	NaN
140.000	NaN	NaN	NaN
143.333	NaN	NaN	NaN
146.667	NaN	NaN	NaN
150.000	NaN	NaN	NaN
153.333	NaN	NaN	NaN
156.667	NaN	NaN	NaN
160.000	NaN	NaN	NaN
163.333	NaN	NaN	NaN
166.667	NaN	NaN	NaN
170.000	NaN	NaN	NaN
173.333	NaN	NaN	NaN
176.667	NaN	NaN	NaN
180.000	NaN	NaN	NaN
183.333	NaN	NaN	NaN
186.667	NaN	NaN	NaN
190.000	NaN	NaN	NaN
193.333	NaN	NaN	NaN
196.667	1150.1	814.6	NaN
200.000	NaN	NaN	NaN
203.333	NaN	NaN	NaN
206.667	1124.9	747.5	NaN
210.000	1126.1	694.2	NaN
213.333	1126.8	645.7	NaN
216.667	1127.2	657.8	5673
220.000	1122.4	657.3	3281
223.333	1119.9	627.6	1112
226.667	1120.9	611.8	620
230.000	1123.6	625.2	1363
233.333	1111.5	653.3	2656
236.667	1114.4	657.6	2438
240.000	1110.0	661.2	1013
243.333	1109.6	663.9	394
246.667	1114.9	657.6	645
250.000	1113.6	650.4	956
253.333	1117.2	649.2	785
256.667	1114.0	650.9	525
260.000	1118.0	645.3	401
263.333	1113.8	648.3	217
266.667	1116.9	644.1	241
270.000	1114.6	642.2	82
273.333	1120.1	649.3	78
276.667	1119.2	647.2	170
280.000	1115.1	642.5	216
283.333	1113.6	645.3	398
286.667	1115.3	640.7	100
290.000	1115.5	643.2	190
293.333	1114.8	642.9	283
296.667	1118.6	644.5	145
300.000	1116.7	638.6	109
303.333	1118.0	640.1	178
306.667	1117.1	642.2	238
310.000	1110.9	646.2	227
313.333	1114.6	638.7	212
316.667	1116.7	637.7	83
320.000	1112.6	645.4	49
323.333	1112.4	640.9	182
326.667	1116.7	646.1	5883
