time	x	y	v
0.000	1131.6	518.6	388
3.333	1134.0	511.9	388
6.667	1135.1	527.0	388
10.000	1130.9	519.8	388
13.333	1129.9	527.1	596
16.667	1137.0	514.7	1174
20.000	1139.9	525.2	1117
23.333	1143.9	504.3	959
26.667	1142.6	507.2	900
30.000	1130.7	503.5	820
33.333	1131.8	510.8	417
36.667	1130.9	501.6	337
40.000	1137.4	505.0	476
43.333	1135.3	511.2	397
46.667	1127.8	507.6	557
50.000	1142.2	513.1	220
53.333	1127.8	514.6	247
56.667	1125.3	508.9	572
60.000	1141.4	510.5	932
63.333	1136.8	504.8	1066
66.667	1141.8	504.9	902
70.000	1144.7	496.6	238
73.333	1140.9	504.3	520
76.667	1145.3	498.6	724
80.000	1138.2	522.0	951
83.333	1144.3	508.0	459
86.667	1131.8	510.9	159
90.000	1135.9	514.4	301
93.333	1138.2	506.4	270
96.667	1144.3	510.1	419
100.000	1132.8	513.3	63
103.333	1137.6	500.1	286
106.667	1138.4	506.5	144
110.000	1137.8	519.6	421
113.333	1138.0	510.8	392
116.667	1139.1	509.4	111
120.000	1143.9	510.8	322
123.333	1138.4	511.8	126
126.667	1139.3	510.8	234
130.000	1137.0	508.8	160
133.333	1137.4	513.0	399
136.667	1140.9	515.6	82
140.000	1143.9	512.5	139
143.333	1139.7	497.4	367
146.667	1137.8	519.4	96
150.000	1139.1	506.7	68
153.333	1139.7	505.2	529
156.667	1141.2	518.7	213
160.000	1144.3	502.5	527
163.333	1149.1	512.6	749
166.667	1135.7	513.8	901
170.000	1132.0	517.9	693
173.333	1129.0	514.4	507
176.667	1130.1	516.3	612
180.000	1137.8	497.7	680
183.333	1137.6	512.2	802
186.667	1134.0	504.7	707
190.000	1138.2	508.2	198
193.333	1140.5	498.0	331
196.667	1138.6	498.1	634
200.000	1139.1	513.9	778
203.333	1143.4	513.9	1003
206.667	1135.5	514.8	421
210.000	1134.1	515.3	32
213.333	1134.1	515.6	195
216.667	1139.7	508.5	218
220.000	1142.2	516.2	492
223.333	1132.2	511.5	567
226.667	1136.8	510.9	632
230.000	1137.6	502.3	514
233.333	1135.3	503.9	322
236.667	1136.8	500.9	169
240.000	1135.9	510.1	171
243.333	1135.3	502.7	337
246.667	1133.8	511.5	386
250.000	1136.3	501.1	60
253.333	1131.6	512.7	347
256.667	1139.7	511.7	431
260.000	1135.5	503.7	587
263.333	1138.0	514.0	645
266.667	1133.0	492.6	627
270.000	1121.3	502.8	481
273.333	1138.0	503.4	341
276.667	1135.3	498.0	358
280.000	1139.3	496.3	202
283.333	1131.6	502.8	480
286.667	1136.6	493.3	911
290.000	1127.6	512.6	1387
293.333	1131.3	486.9	1481
296.667	1129.2	475.7	1064
300.000	1126.8	476.4	676
303.333	1121.5	483.3	106
306.667	1133.2	484.5	248
310.000	1122.8	491.5	333
313.333	1130.1	474.1	467
316.667	1131.3	480.6	312
320.000	1131.6	482.7	399
323.333	1132.8	481.9	707
326.667	1132.2	480.6	488
330.000	1131.8	480.9	272
333.333	1120.7	494.7	142
336.667	1124.4	477.3	299
340.000	1134.3	476.0	523
343.333	1134.0	490.6	753
346.667	1134.7	484.3	569
350.000	1134.5	477.7	188
353.333	1134.5	480.8	682
356.667	1128.8	495.4	522
360.000	1132.4	476.1	667
363.333	1128.0	509.2	436
366.667	1130.3	478.0	680
370.000	1122.4	489.1	532
373.333	1126.3	481.1	755
376.667	1124.4	480.3	418
380.000	1128.6	479.6	227
383.333	1127.4	487.6	147
386.667	1122.0	491.8	250
390.000	1128.4	485.2	496
393.333	1128.6	477.4	791
396.667	1122.4	475.0	782
400.000	1134.5	478.2	268
403.333	1131.6	477.9	394
406.667	1125.9	473.5	95
410.000	1134.9	489.8	405
413.333	1128.6	480.1	720
416.667	1123.0	471.6	540
420.000	1127.0	482.8	202
423.333	1124.2	497.4	564
426.667	1121.7	479.3	450
430.000	1133.4	484.2	76
433.333	1120.1	490.1	203
436.667	1130.5	483.8	235
440.000	1122.2	490.3	242
443.333	1127.4	484.5	298
446.667	1121.5	485.5	87
450.000	1128.2	492.4	334
453.333	1130.9	483.6	90
456.667	1123.2	488.1	386
460.000	1132.2	489.8	269
463.333	1124.5	484.1	479
466.667	1113.4	495.5	164
470.000	1131.3	483.8	235
473.333	1121.5	495.3	333
476.667	1132.0	487.7	241
480.000	1131.8	487.8	526
483.333	1121.7	484.2	78
486.667	1120.3	504.1	295
490.000	1127.0	493.1	78
493.333	1128.8	483.8	288
496.667	1125.9	494.0	609
500.000	1124.7	486.1	327
503.333	1124.2	488.5	562
506.667	1128.8	488.3	320
510.000	1123.6	501.3	324
513.333	1119.0	492.6	191
516.667	1121.5	490.6	285
520.000	1126.7	492.8	615
523.333	1121.9	493.0	312
526.667	1133.6	487.4	659
530.000	1126.3	489.6	467
533.333	1122.0	490.5	80
536.667	1129.3	473.8	511
540.000	1127.6	490.2	365
543.333	1124.2	494.0	379
546.667	1125.3	498.4	82
550.000	1129.3	488.4	831
553.333	1130.7	486.9	2039
556.667	1123.0	478.0	4625
560.000	1112.4	483.1	7366
563.333	1071.6	511.8	10200
566.667	1026.0	483.2	12232
570.000	988.2	456.7	12885
573.333	944.1	414.4	11651
576.667	910.8	398.0	10715
580.000	889.7	399.9	10307
583.333	860.0	433.2	10280
586.667	814.5	395.2	10207
590.000	776.8	396.5	9634
593.333	743.6	360.9	7580
596.667	725.6	369.1	4276
600.000	712.9	378.4	1113
603.333	725.0	368.0	1158
606.667	728.8	382.1	1543
610.000	752.3	383.1	1405
613.333	745.9	375.9	376
616.667	742.5	365.0	804
620.000	731.9	358.1	963
623.333	729.2	378.6	712
626.667	727.7	377.7	807
630.000	739.0	374.7	1226
633.333	742.1	383.8	1052
636.667	745.5	370.7	326
640.000	739.8	391.4	14
643.333	739.2	396.6	674
646.667	738.2	358.5	260
650.000	743.2	383.0	633
653.333	739.2	366.2	378
656.667	743.6	383.9	NaN
660.000	734.2	377.7	NaN
663.333	747.5	373.1	NaN
666.667	NaN	NaN	NaN
670.000	NaN	NaN	NaN
673.333	NaN	NaN	NaN
676.667	741.5	371.2	NaN
680.000	753.0	383.3	NaN
683.333	748.6	401.3	NaN
686.667	741.1	375.4	1314
690.000	734.4	385.1	1895
693.333	744.6	362.8	1726
696.667	740.9	350.9	1597
700.000	738.8	365.0	1469
703.333	739.2	366.7	433
706.667	740.7	337.3	555
710.000	744.2	351.6	547
713.333	752.3	363.1	443
716.667	745.3	348.7	703
720.000	740.4	354.2	244
723.333	736.7	369.9	827
726.667	750.3	349.9	1460
730.000	744.8	346.7	1455
733.333	740.0	341.9	759
736.667	743.6	319.2	1241
740.000	751.1	347.0	1631
743.333	758.0	371.1	1890
746.667	753.8	367.1	1568
750.000	747.8	360.4	936
753.333	752.6	364.3	809
756.667	742.8	360.0	446
760.000	735.9	369.1	1159
763.333	746.5	372.1	859
766.667	758.2	371.4	NaN
770.000	760.3	383.2	NaN
773.333	759.9	343.8	NaN
776.667	NaN	NaN	NaN
780.000	NaN	NaN	NaN
783.333	777.2	349.6	NaN
786.667	796.6	365.1	NaN
790.000	NaN	NaN	NaN
793.333	NaN	NaN	NaN
796.667	NaN	NaN	NaN
800.000	NaN	NaN	NaN
803.333	NaN	NaN	NaN
806.667	NaN	NaN	NaN
810.000	NaN	NaN	NaN
813.333	NaN	NaN	NaN
816.667	NaN	NaN	NaN
820.000	NaN	NaN	NaN
823.333	NaN	NaN	NaN
826.667	NaN	NaN	NaN
830.000	NaN	NaN	NaN
833.333	NaN	NaN	NaN
836.667	NaN	NaN	NaN
840.000	NaN	NaN	NaN
843.333	NaN	NaN	NaN
846.667	NaN	NaN	NaN
850.000	NaN	NaN	NaN
853.333	NaN	NaN	NaN
856.667	NaN	NaN	NaN
860.000	NaN	NaN	NaN
863.333	NaN	NaN	NaN
866.667	NaN	NaN	NaN
870.000	NaN	NaN	NaN
873.333	NaN	NaN	NaN
876.667	NaN	NaN	NaN
880.000	NaN	NaN	NaN
883.333	NaN	NaN	NaN
886.667	NaN	NaN	NaN
890.000	NaN	NaN	NaN
893.333	NaN	NaN	NaN
896.667	730.2	309.7	NaN
900.000	798.9	363.1	NaN
903.333	NaN	NaN	NaN
906.667	886.5	371.3	NaN
910.000	NaN	NaN	NaN
913.333	NaN	NaN	NaN
916.667	NaN	NaN	NaN
920.000	NaN	NaN	NaN
923.333	NaN	NaN	NaN
926.667	778.4	409.5	NaN
930.000	772.2	354.1	NaN
933.333	769.3	372.9	NaN
936.667	NaN	NaN	NaN
940.000	747.6	366.8	NaN
943.333	NaN	NaN	NaN
946.667	NaN	NaN	NaN
950.000	NaN	NaN	NaN
953.333	NaN	NaN	NaN
956.667	NaN	NaN	NaN
960.000	NaN	NaN	NaN
963.333	NaN	NaN	NaN
966.667	NaN	NaN	NaN
970.000	NaN	NaN	NaN
973.333	NaN	NaN	NaN
976.667	NaN	NaN	NaN
980.000	NaN	NaN	NaN
983.333	NaN	NaN	NaN
986.667	NaN	NaN	NaN
990.000	NaN	NaN	NaN
993.333	NaN	NaN	NaN
996.667	NaN	NaN	NaN
1000.000	NaN	NaN	NaN
1003.333	NaN	NaN	NaN
1006.667	NaN	NaN	NaN
1010.000	NaN	NaN	NaN
1013.333	NaN	NaN	NaN
1016.667	NaN	NaN	NaN
1020.000	NaN	NaN	NaN
1023.333	NaN	NaN	NaN
1026.667	NaN	NaN	NaN
1030.000	NaN	NaN	NaN
1033.333	NaN	NaN	NaN
1036.667	NaN	NaN	NaN
1040.000	NaN	NaN	NaN
1043.333	NaN	NaN	NaN
1046.667	NaN	NaN	NaN
1050.000	NaN	NaN	NaN
1053.333	NaN	NaN	NaN
1056.667	NaN	NaN	NaN
1060.000	NaN	NaN	NaN
1063.333	NaN	NaN	NaN
1066.667	NaN	NaN	NaN
1070.000	NaN	NaN	NaN
1073.333	NaN	NaN	NaN
1076.667	NaN	NaN	NaN
1080.000	NaN	NaN	NaN
1083.333	NaN	NaN	NaN
1086.667	NaN	NaN	NaN
1090.000	NaN	NaN	NaN
1093.333	NaN	NaN	NaN
1096.667	NaN	NaN	NaN
1100.000	NaN	NaN	NaN
1103.333	NaN	NaN	NaN
1106.667	NaN	NaN	NaN
1110.000	NaN	NaN	NaN
1113.333	NaN	NaN	NaN
1116.667	NaN	NaN	NaN
1120.000	NaN	NaN	NaN
1123.333	NaN	NaN	NaN
1126.667	NaN	NaN	NaN
1130.000	NaN	NaN	NaN
1133.333	NaN	NaN	NaN
1136.667	NaN	NaN	NaN
1140.000	NaN	NaN	NaN
1143.333	NaN	NaN	NaN
1146.667	NaN	NaN	NaN
1150.000	NaN	NaN	NaN
1153.333	NaN	NaN	NaN
1156.667	NaN	NaN	NaN
1160.000	NaN	NaN	NaN
1163.333	NaN	NaN	NaN
1166.667	NaN	NaN	NaN
1170.000	NaN	NaN	NaN
1173.333	NaN	NaN	NaN
1176.667	NaN	NaN	NaN
1180.000	NaN	NaN	NaN
1183.333	NaN	NaN	NaN
1186.667	NaN	NaN	NaN
1190.000	NaN	NaN	NaN
1193.333	NaN	NaN	NaN
1196.667	NaN	NaN	NaN
1200.000	NaN	NaN	NaN
1203.333	NaN	NaN	NaN
1206.667	NaN	NaN	NaN
1210.000	NaN	NaN	NaN
1213.333	NaN	NaN	NaN
1216.667	NaN	NaN	NaN
1220.000	NaN	NaN	NaN
1223.333	NaN	NaN	NaN
1226.667	NaN	NaN	NaN
1230.000	NaN	NaN	NaN
1233.333	NaN	NaN	NaN
1236.667	NaN	NaN	NaN
1240.000	NaN	NaN	NaN
1243.333	NaN	NaN	NaN
1246.667	NaN	NaN	NaN
1250.000	NaN	NaN	NaN
1253.333	NaN	NaN	NaN
1256.667	NaN	NaN	NaN
1260.000	NaN	NaN	NaN
1263.333	NaN	NaN	NaN
1266.667	NaN	NaN	NaN
1270.000	NaN	NaN	NaN
1273.333	NaN	NaN	NaN
1276.667	NaN	NaN	NaN
1280.000	NaN	NaN	NaN
1283.333	NaN	NaN	NaN
1286.667	NaN	NaN	NaN
1290.000	NaN	NaN	NaN
1293.333	NaN	NaN	NaN
1296.667	NaN	NaN	NaN
1300.000	NaN	NaN	NaN
1303.333	NaN	NaN	NaN
1306.667	NaN	NaN	NaN
1310.000	NaN	NaN	NaN
1313.333	NaN	NaN	NaN
1316.667	NaN	NaN	NaN
1320.000	NaN	NaN	NaN
1323.333	NaN	NaN	NaN
1326.667	NaN	NaN	NaN
1330.000	NaN	NaN	NaN
1333.333	NaN	NaN	NaN
1336.667	NaN	NaN	NaN
1340.000	NaN	NaN	NaN
1343.333	NaN	NaN	NaN
1346.667	NaN	NaN	NaN
1350.000	NaN	NaN	NaN
1353.333	NaN	NaN	NaN
1356.667	NaN	NaN	NaN
1360.000	NaN	NaN	NaN
1363.333	NaN	NaN	NaN
1366.667	NaN	NaN	NaN
1370.000	NaN	NaN	NaN
1373.333	NaN	NaN	NaN
1376.667	NaN	NaN	NaN
1380.000	NaN	NaN	NaN
1383.333	NaN	NaN	NaN
1386.667	NaN	NaN	NaN
1390.000	NaN	NaN	NaN
1393.333	NaN	NaN	NaN
1396.667	NaN	NaN	NaN
1400.000	NaN	NaN	NaN
1403.333	NaN	NaN	NaN
1406.667	NaN	NaN	NaN
1410.000	NaN	NaN	NaN
1413.333	NaN	NaN	NaN
1416.667	NaN	NaN	NaN
1420.000	NaN	NaN	NaN
1423.333	NaN	NaN	NaN
1426.667	NaN	NaN	NaN
1430.000	NaN	NaN	NaN
1433.333	NaN	NaN	NaN
1436.667	NaN	NaN	NaN
1440.000	NaN	NaN	NaN
1443.333	NaN	NaN	NaN
1446.667	NaN	NaN	NaN
1450.000	NaN	NaN	NaN
1453.333	NaN	NaN	NaN
1456.667	NaN	NaN	NaN
1460.000	NaN	NaN	NaN
1463.333	NaN	NaN	NaN
1466.667	NaN	NaN	NaN
1470.000	NaN	NaN	NaN
1473.333	NaN	NaN	NaN
1476.667	NaN	NaN	NaN
1480.000	NaN	NaN	NaN
1483.333	NaN	NaN	NaN
1486.667	NaN	NaN	NaN
1490.000	NaN	NaN	NaN
1493.333	NaN	NaN	NaN
1496.667	NaN	NaN	NaN
1500.000	NaN	NaN	NaN
1503.333	NaN	NaN	NaN
1506.667	NaN	NaN	NaN
1510.000	NaN	NaN	NaN
1513.333	NaN	NaN	NaN
1516.667	NaN	NaN	NaN
1520.000	NaN	NaN	NaN
1523.333	NaN	NaN	NaN
1526.667	NaN	NaN	NaN
1530.000	NaN	NaN	NaN
1533.333	NaN	NaN	NaN
1536.667	NaN	NaN	NaN
1540.000	NaN	NaN	NaN
1543.333	NaN	NaN	NaN
1546.667	NaN	NaN	NaN
1550.000	NaN	NaN	NaN
1553.333	NaN	NaN	NaN
1556.667	NaN	NaN	NaN
1560.000	NaN	NaN	NaN
1563.333	NaN	NaN	NaN
1566.667	NaN	NaN	NaN
1570.000	NaN	NaN	NaN
1573.333	NaN	NaN	NaN
1576.667	NaN	NaN	NaN
1580.000	NaN	NaN	NaN
1583.333	NaN	NaN	NaN
1586.667	NaN	NaN	NaN
1590.000	NaN	NaN	NaN
1593.333	NaN	NaN	NaN
1596.667	NaN	NaN	NaN
1600.000	NaN	NaN	NaN
1603.333	NaN	NaN	NaN
1606.667	NaN	NaN	NaN
1610.000	NaN	NaN	NaN
1613.333	NaN	NaN	NaN
1616.667	NaN	NaN	NaN
1620.000	NaN	NaN	NaN
1623.333	NaN	NaN	NaN
1626.667	NaN	NaN	NaN
1630.000	NaN	NaN	NaN
1633.333	NaN	NaN	NaN
1636.667	NaN	NaN	NaN
1640.000	NaN	NaN	NaN
1643.333	NaN	NaN	NaN
1646.667	NaN	NaN	NaN
1650.000	NaN	NaN	NaN
1653.333	NaN	NaN	NaN
1656.667	NaN	NaN	NaN
1660.000	NaN	NaN	NaN
1663.333	NaN	NaN	NaN
1666.667	NaN	NaN	NaN
1670.000	NaN	NaN	NaN
1673.333	NaN	NaN	NaN
1676.667	NaN	NaN	NaN
1680.000	1392.2	255.4	NaN
1683.333	1376.1	224.4	NaN
1686.667	1372.0	242.8	NaN
1690.000	1364.4	210.4	3103
1693.333	1396.6	198.1	1819
1696.667	1362.8	200.9	2245
1700.000	1352.1	198.5	1938
1703.333	1365.9	205.8	3340
1706.667	1363.8	179.4	NaN
1710.000	1325.2	226.7	NaN
1713.333	1318.7	218.4	NaN
1716.667	NaN	NaN	NaN
1720.000	NaN	NaN	NaN
1723.333	NaN	NaN	NaN
1726.667	NaN	NaN	NaN
1730.000	NaN	NaN	NaN
1733.333	NaN	NaN	NaN
1736.667	NaN	NaN	NaN
1740.000	NaN	NaN	NaN
1743.333	NaN	NaN	NaN
1746.667	NaN	NaN	NaN
1750.000	NaN	NaN	NaN
1753.333	NaN	NaN	NaN
1756.667	NaN	NaN	NaN
1760.000	NaN	NaN	NaN
1763.333	NaN	NaN	NaN
1766.667	NaN	NaN	NaN
1770.000	NaN	NaN	NaN
1773.333	NaN	NaN	NaN
1776.667	NaN	NaN	NaN
1780.000	NaN	NaN	NaN
1783.333	NaN	NaN	NaN
1786.667	NaN	NaN	NaN
1790.000	NaN	NaN	NaN
1793.333	NaN	NaN	NaN
1796.667	NaN	NaN	NaN
1800.000	NaN	NaN	NaN
1803.333	NaN	NaN	NaN
1806.667	NaN	NaN	NaN
1810.000	NaN	NaN	NaN
1813.333	NaN	NaN	NaN
1816.667	NaN	NaN	NaN
1820.000	NaN	NaN	NaN
1823.333	NaN	NaN	NaN
1826.667	NaN	NaN	NaN
1830.000	NaN	NaN	NaN
1833.333	NaN	NaN	NaN
1836.667	NaN	NaN	NaN
1840.000	NaN	NaN	NaN
1843.333	NaN	NaN	NaN
1846.667	NaN	NaN	NaN
1850.000	NaN	NaN	NaN
1853.333	NaN	NaN	NaN
1856.667	NaN	NaN	NaN
1860.000	NaN	NaN	NaN
1863.333	NaN	NaN	NaN
1866.667	NaN	NaN	NaN
1870.000	NaN	NaN	NaN
1873.333	NaN	NaN	NaN
1876.667	NaN	NaN	NaN
1880.000	NaN	NaN	NaN
